Datetime,Open,High,Low,Close,Volume
2024-01-02 00:00:00,18064.067182,18066.190181,18056.105936,18056.90206,593
2024-01-02 00:15:00,18056.90206,18059.290434,18055.840561,18058.228935,291
2024-01-02 00:30:00,18057.96356,18059.290434,18053.186812,18056.636685,496
2024-01-02 00:45:00,18056.90206,18060.351933,18048.675439,18050.267689,716
2024-01-02 01:00:00,18050.002314,18066.190181,18050.002314,18063.801807,1301
2024-01-02 01:15:00,18063.801807,18070.170804,18063.005682,18066.455555,1021
2024-01-02 01:30:00,18066.72093,18067.78243,18060.086559,18060.882683,808
2024-01-02 01:45:00,18061.148058,18066.455555,18057.96356,18063.801807,905
2024-01-02 02:00:00,18064.067182,18079.193549,18062.474932,18073.355302,1844
2024-01-02 02:15:00,18072.559177,18082.112673,18069.374679,18080.255048,1196
2024-01-02 02:30:00,18080.520423,18084.501046,18078.928174,18079.989674,1059
2024-01-02 02:45:00,18079.724299,18079.724299,18072.824552,18074.416801,1399
2024-01-02 03:00:00,18074.416801,18075.743676,18047.08319,18048.940814,2852
2024-01-02 03:15:00,18049.471564,18051.329188,18043.633317,18051.063813,1897
2024-01-02 03:30:00,18051.329188,18051.329188,18035.406696,18041.775693,1762
2024-01-02 03:45:00,18041.510318,18045.225566,18032.752947,18039.652694,1540
2024-01-02 04:00:00,18039.652694,18042.041068,18029.303074,18031.426073,1156
2024-01-02 04:15:00,18031.426073,18039.652694,18026.9147,18030.895323,1416
2024-01-02 04:30:00,18030.895323,18042.837192,18030.099199,18039.918069,1363
2024-01-02 04:45:00,18039.387319,18040.448818,18011.788333,18014.707456,2593
2024-01-02 05:00:00,18014.442082,18020.545703,17973.043602,17974.635851,5206
2024-01-02 05:15:00,17974.105102,17975.697351,17913.068882,17915.457256,7994
2024-01-02 05:30:00,17915.722631,17920.234004,17881.223898,17900.861639,5628
2024-01-02 05:45:00,17900.861639,17916.518756,17898.73864,17912.538133,3372
2024-01-02 06:00:00,17913.068882,17915.988006,17883.612272,17906.699886,4593
2024-01-02 06:15:00,17906.699886,17907.761385,17887.32752,17896.881016,3206
2024-01-02 06:30:00,17896.084891,17900.330889,17887.062145,17887.062145,2340
2024-01-02 06:45:00,17887.85827,17893.431142,17851.236538,17858.136285,6378
2024-01-02 07:00:00,17857.605535,17867.15903,17853.624912,17854.951787,4057
2024-01-02 07:15:00,17855.482536,17866.362906,17851.236538,17862.647658,4047
2024-01-02 07:30:00,17862.647658,17886.796771,17856.278661,17881.223898,7966
2024-01-02 07:45:00,17880.958524,17892.104268,17874.589527,17889.450519,3991
2024-01-02 08:00:00,17889.450519,17902.984637,17869.812779,17898.20789,6694
2024-01-02 08:15:00,17898.20789,17915.722631,17896.881016,17899.004014,8217
2024-01-02 08:30:00,17898.73864,17911.211258,17798.95769,17809.572684,48102
2024-01-02 08:45:00,17809.041935,17814.084057,17747.74034,17794.446317,38978
2024-01-02 09:00:00,17794.446317,17821.514553,17773.747077,17779.054575,28956
2024-01-02 09:15:00,17779.585324,17790.200319,17744.821217,17751.986338,22889
2024-01-02 09:30:00,17751.986338,17753.313213,17722.529728,17743.494343,22482
2024-01-02 09:45:00,17743.494343,17751.455589,17711.118609,17738.186845,20138
2024-01-02 10:00:00,17738.45222,17787.54657,17736.594596,17777.462325,20519
2024-01-02 10:15:00,17777.462325,17792.854068,17772.950953,17791.792568,15271
2024-01-02 10:30:00,17792.057943,17803.999812,17788.873445,17801.611438,11509
2024-01-02 10:45:00,17801.611438,17817.799305,17798.42694,17810.103434,15813
2024-01-02 11:00:00,17809.838059,17820.187679,17804.530562,17810.634184,10530
2024-01-02 11:15:00,17810.368809,17810.368809,17783.565947,17790.731069,13352
2024-01-02 11:30:00,17790.996444,17818.860805,17781.708323,17807.184311,10017
2024-01-02 11:45:00,17806.918936,17807.980435,17745.882716,17748.27109,18167
2024-01-02 12:00:00,17748.536465,17752.251713,17730.490974,17748.536465,13261
2024-01-02 12:15:00,17748.27109,17771.624078,17744.555842,17760.478334,10365
2024-01-02 12:30:00,17760.212959,17770.562579,17755.436212,17759.15146,9003
2024-01-02 12:45:00,17758.62071,17768.97033,17714.568482,17722.795103,17041
2024-01-02 13:00:00,17723.325853,17729.694849,17693.073118,17718.018355,18664
2024-01-02 13:15:00,17718.018355,17728.63335,17710.057109,17725.714226,8616
2024-01-02 13:30:00,17725.448852,17735.002347,17706.076486,17713.506983,11011
2024-01-02 13:45:00,17713.506983,17718.018355,17677.94675,17679.273625,16460
2024-01-02 14:00:00,17679.00825,17684.581122,17644.774892,17649.286265,22466
2024-01-02 14:15:00,17649.55164,17671.577754,17646.632516,17669.454755,14427
2024-01-02 14:30:00,17669.454755,17683.519623,17659.901259,17676.354501,15899
2024-01-02 14:45:00,17676.619876,17754.640087,17676.354501,17749.33259,43042
2024-01-02 15:00:00,17749.33259,17765.785831,17741.902093,17756.232336,11861
2024-01-02 15:15:00,17755.966961,17759.947584,17755.966961,17757.55921,1248
2024-01-02 15:30:00,17757.55921,17760.478334,17755.701586,17760.478334,1181
2024-01-02 15:45:00,17760.478334,17761.805208,17757.824585,17760.743709,1598
2024-01-02 17:00:00,17766.051206,17766.581956,17756.763086,17759.15146,1173
2024-01-02 17:15:00,17758.886085,17758.886085,17744.821217,17750.394089,1494
2024-01-02 17:30:00,17750.128714,17753.313213,17749.597964,17750.394089,434
2024-01-02 17:45:00,17749.863339,17753.843962,17749.33259,17753.313213,387
2024-01-02 18:00:00,17753.047838,17755.170837,17748.536465,17754.905462,884
2024-01-02 18:15:00,17754.640087,17757.824585,17753.578587,17754.640087,750
2024-01-02 18:30:00,17754.640087,17755.966961,17746.678841,17748.27109,772
2024-01-02 18:45:00,17748.27109,17749.33259,17742.963593,17744.555842,624
2024-01-02 19:00:00,17744.821217,17749.33259,17737.92147,17739.779094,1083
2024-01-02 19:15:00,17739.779094,17742.432843,17735.533097,17739.51372,933
2024-01-02 19:30:00,17739.51372,17741.636718,17735.002347,17737.656095,1100
2024-01-02 19:45:00,17737.390721,17745.617341,17735.002347,17739.51372,903
2024-01-02 20:00:00,17738.98297,17742.698218,17737.92147,17739.779094,450
2024-01-02 20:15:00,17739.51372,17739.51372,17727.041101,17729.1641,1253
2024-01-02 20:30:00,17728.898725,17733.675472,17728.367975,17732.613973,654
2024-01-02 20:45:00,17732.613973,17734.471597,17727.306476,17729.960224,625
2024-01-02 21:00:00,17730.225599,17736.859971,17729.960224,17732.879348,625
2024-01-02 21:15:00,17733.144723,17733.675472,17728.63335,17729.694849,643
2024-01-02 21:30:00,17729.960224,17736.063846,17729.429475,17733.144723,458
2024-01-02 21:45:00,17733.410098,17733.675472,17730.756349,17730.756349,334
2024-01-02 22:00:00,17730.490974,17731.817848,17725.448852,17726.775726,680
2024-01-02 22:15:00,17726.510351,17729.960224,17725.979601,17728.367975,487
2024-01-02 22:30:00,17727.837225,17728.898725,17720.406729,17723.325853,722
2024-01-02 22:45:00,17723.325853,17723.856602,17719.875979,17721.468229,479
2024-01-02 23:00:00,17721.733603,17722.529728,17715.364607,17721.998978,1129
2024-01-02 23:15:00,17722.264353,17725.979601,17719.34523,17724.387352,635
2024-01-02 23:30:00,17724.652727,17731.817848,17724.121977,17728.1026,921
2024-01-02 23:45:00,17727.837225,17733.144723,17726.510351,17732.083223,526
2024-01-03 00:00:00,17731.817848,17734.471597,17727.306476,17734.206222,826
2024-01-03 00:15:00,17734.471597,17741.636718,17731.817848,17741.105969,871
2024-01-03 00:30:00,17741.371344,17743.759717,17737.92147,17742.698218,635
2024-01-03 00:45:00,17742.963593,17744.821217,17738.45222,17739.248345,614
2024-01-03 01:00:00,17738.717595,17741.902093,17730.225599,17733.940847,1304
2024-01-03 01:15:00,17734.206222,17739.779094,17728.63335,17738.45222,1044
2024-01-03 01:30:00,17738.45222,17739.779094,17731.287099,17736.859971,807
2024-01-03 01:45:00,17737.125346,17741.371344,17735.798471,17737.390721,870
2024-01-03 02:00:00,17737.125346,17755.701586,17734.736972,17750.924839,2176
2024-01-03 02:15:00,17750.659464,17758.355335,17735.002347,17737.125346,2065
2024-01-03 02:30:00,17736.859971,17743.759717,17715.895356,17721.733603,2642
2024-01-03 02:45:00,17722.264353,17726.244976,17697.584491,17700.503614,3539
2024-01-03 03:00:00,17699.70749,17714.568482,17686.173371,17691.480869,4048
2024-01-03 03:15:00,17692.011618,17705.280362,17684.846497,17699.972864,2236
2024-01-03 03:30:00,17700.503614,17700.768989,17678.742875,17679.00825,2055
2024-01-03 03:45:00,17679.273625,17680.069749,17664.678007,17666.004881,2851
2024-01-03 04:00:00,17665.739507,17685.907996,17659.901259,17684.846497,3144
2024-01-03 04:15:00,17684.581122,17685.111872,17669.985504,17676.885251,1626
2024-01-03 04:30:00,17676.619876,17699.442115,17674.231502,17695.726867,2244
2024-01-03 04:45:00,17695.726867,17696.522991,17677.94675,17681.927373,2351
2024-01-03 05:00:00,17682.192748,17690.684744,17679.00825,17683.254248,1254
2024-01-03 05:15:00,17682.988873,17685.642622,17666.535631,17668.924005,1706
2024-01-03 05:30:00,17668.924005,17670.781629,17659.105135,17667.066381,2691
2024-01-03 05:45:00,17667.597131,17675.027627,17665.208757,17672.108503,1947
2024-01-03 06:00:00,17672.373878,17673.170003,17651.674639,17652.470763,3023
2024-01-03 06:15:00,17652.205388,17658.043635,17633.363773,17638.405895,4230
2024-01-03 06:30:00,17638.67127,17638.936645,17623.810278,17628.587025,3933
2024-01-03 06:45:00,17628.32165,17640.263519,17625.933277,17630.710024,3275
2024-01-03 07:00:00,17630.710024,17637.344396,17618.768155,17634.956022,4943
2024-01-03 07:15:00,17635.486772,17663.085758,17634.159897,17662.024258,5532
2024-01-03 07:30:00,17661.758884,17669.72013,17654.063012,17659.901259,4751
2024-01-03 07:45:00,17659.37051,17664.412632,17636.548271,17638.936645,5875
2024-01-03 08:00:00,17638.936645,17650.082389,17611.868409,17621.952654,8266
2024-01-03 08:15:00,17621.421904,17653.001513,17618.768155,17631.240774,12433
2024-01-03 08:30:00,17631.506149,17665.739507,17601.253414,17656.451386,60122
2024-01-03 08:45:00,17655.920636,17665.474132,17613.991408,17635.486772,29713
2024-01-03 09:00:00,17634.425272,17677.681376,17587.984671,17588.51542,45079
2024-01-03 09:15:00,17588.780795,17610.541534,17574.715927,17598.599665,25408
2024-01-03 09:30:00,17599.130415,17607.887786,17561.447184,17587.188546,26202
2024-01-03 09:45:00,17587.188546,17619.298905,17575.246677,17615.849032,18492
2024-01-03 10:00:00,17616.114406,17639.998144,17610.541534,17616.645156,22045
2024-01-03 10:15:00,17616.645156,17629.117775,17603.376413,17610.541534,14614
2024-01-03 10:30:00,17610.541534,17621.952654,17578.165801,17596.476666,15935
2024-01-03 10:45:00,17596.211291,17603.111038,17576.573551,17580.819549,10331
2024-01-03 11:00:00,17581.084924,17597.538166,17569.673805,17575.512052,11713
2024-01-03 11:15:00,17575.512052,17599.92654,17567.020056,17599.661165,12310
2024-01-03 11:30:00,17599.661165,17610.010785,17592.230668,17599.130415,10582
2024-01-03 11:45:00,17599.39579,17626.198651,17596.742041,17621.421904,10051
2024-01-03 12:00:00,17621.156529,17641.590394,17615.849032,17618.768155,12516
2024-01-03 12:15:00,17619.298905,17623.810278,17604.703287,17608.949285,7286
2024-01-03 12:30:00,17609.21466,17613.460658,17589.842295,17598.599665,10326
2024-01-03 12:45:00,17598.599665,17612.929908,17594.884417,17605.499412,7636
2024-01-03 13:00:00,17603.376413,17624.871777,17546.320817,17576.042802,34242
2024-01-03 13:15:00,17576.042802,17650.613139,17559.58956,17639.998144,25778
2024-01-03 13:30:00,17640.263519,17651.409264,17610.541534,17644.774892,22456
2024-01-03 13:45:00,17644.509517,17649.55164,17608.15316,17610.806909,13959
2024-01-03 14:00:00,17610.806909,17617.706656,17572.858303,17582.942548,17471
2024-01-03 14:15:00,17583.207923,17587.188546,17563.039433,17576.573551,16062
2024-01-03 14:30:00,17576.573551,17599.39579,17561.977934,17563.835558,15679
2024-01-03 14:45:00,17563.304808,17574.450552,17538.094196,17557.997311,38624
2024-01-03 15:00:00,17557.731936,17559.324185,17543.667068,17554.812812,7556
2024-01-03 15:15:00,17554.812812,17554.812812,17548.974565,17553.485938,1292
2024-01-03 15:30:00,17553.220563,17556.405061,17550.566814,17556.405061,844
2024-01-03 15:45:00,17556.670436,17560.385684,17554.812812,17560.12031,1073
2024-01-03 17:00:00,17562.774058,17581.350299,17562.774058,17567.285431,1797
2024-01-03 17:15:00,17567.550806,17570.735304,17563.570183,17567.816181,965
2024-01-03 17:30:00,17567.816181,17569.673805,17563.570183,17564.631682,472
2024-01-03 17:45:00,17564.631682,17568.081556,17562.774058,17567.285431,496
2024-01-03 18:00:00,17567.020056,17567.020056,17549.77069,17556.670436,1462
2024-01-03 18:15:00,17556.670436,17572.592928,17554.547437,17570.735304,985
2024-01-03 18:30:00,17570.469929,17576.308176,17569.143055,17575.512052,802
2024-01-03 18:45:00,17575.246677,17581.881049,17574.185178,17578.431175,1048
2024-01-03 19:00:00,17578.165801,17579.2273,17573.389053,17577.900426,664
2024-01-03 19:15:00,17577.635051,17581.350299,17571.531429,17572.858303,1040
2024-01-03 19:30:00,17572.592928,17575.777427,17566.489306,17571.796804,1117
2024-01-03 19:45:00,17572.062179,17577.635051,17569.143055,17573.919803,687
2024-01-03 20:00:00,17574.185178,17575.512052,17568.612305,17571.000679,538
2024-01-03 20:15:00,17570.735304,17572.327553,17560.12031,17571.796804,1038
2024-01-03 20:30:00,17571.000679,17571.266054,17564.631682,17565.958557,411
2024-01-03 20:45:00,17565.958557,17571.531429,17564.366307,17570.204555,340
2024-01-03 21:00:00,17569.93918,17575.246677,17569.673805,17572.592928,380
2024-01-03 21:15:00,17572.592928,17576.042802,17568.612305,17569.40843,504
2024-01-03 21:30:00,17568.34693,17571.266054,17566.754681,17567.550806,390
2024-01-03 21:45:00,17567.285431,17570.204555,17564.366307,17567.285431,388
2024-01-03 22:00:00,17566.754681,17572.858303,17566.754681,17571.266054,407
2024-01-03 22:15:00,17572.062179,17573.389053,17569.143055,17571.000679,388
2024-01-03 22:30:00,17570.469929,17570.735304,17567.550806,17567.816181,239
2024-01-03 22:45:00,17567.816181,17568.87768,17565.693182,17566.223932,433
2024-01-03 23:00:00,17566.754681,17570.204555,17561.977934,17563.835558,652
2024-01-03 23:15:00,17564.100933,17567.285431,17561.977934,17562.774058,435
2024-01-03 23:30:00,17563.039433,17565.693182,17560.385684,17561.712559,529
2024-01-03 23:45:00,17561.447184,17563.570183,17560.12031,17561.181809,440
2024-01-04 00:00:00,17561.181809,17562.774058,17556.670436,17559.05881,851
2024-01-04 00:15:00,17559.324185,17572.327553,17559.05881,17571.531429,716
2024-01-04 00:30:00,17571.531429,17578.961925,17571.266054,17572.062179,1067
2024-01-04 00:45:00,17572.327553,17589.57692,17572.062179,17588.250045,1274
2024-01-04 01:00:00,17588.780795,17592.761418,17584.534797,17591.699919,1134
2024-01-04 01:15:00,17591.699919,17602.314913,17588.780795,17601.784164,1184
2024-01-04 01:30:00,17601.518789,17607.357036,17597.538166,17605.234037,1336
2024-01-04 01:45:00,17605.499412,17606.295536,17585.330922,17589.57692,1296
2024-01-04 02:00:00,17590.10767,17604.172537,17587.719296,17595.149792,2193
2024-01-04 02:15:00,17594.884417,17600.988039,17586.923171,17587.984671,1500
2024-01-04 02:30:00,17588.250045,17599.92654,17581.350299,17584.269422,2268
2024-01-04 02:45:00,17584.800172,17585.065547,17563.304808,17567.285431,2174
2024-01-04 03:00:00,17567.285431,17581.881049,17566.489306,17579.2273,1884
2024-01-04 03:15:00,17578.431175,17599.39579,17577.635051,17594.353667,1773
2024-01-04 03:30:00,17594.353667,17600.457289,17589.311545,17591.169169,1146
2024-01-04 03:45:00,17590.638419,17597.272791,17586.127047,17596.476666,1028
2024-01-04 04:00:00,17596.211291,17597.803541,17578.69655,17586.127047,1277
2024-01-04 04:15:00,17586.657796,17597.272791,17586.392421,17587.453921,1142
2024-01-04 04:30:00,17587.719296,17589.57692,17580.554174,17580.554174,798
2024-01-04 04:45:00,17581.350299,17585.596297,17568.87768,17582.411798,1755
2024-01-04 05:00:00,17582.411798,17587.719296,17578.961925,17582.146424,790
2024-01-04 05:15:00,17582.411798,17592.230668,17582.411798,17587.984671,751
2024-01-04 05:30:00,17587.719296,17588.51542,17556.405061,17564.100933,2179
2024-01-04 05:45:00,17564.100933,17568.87768,17544.728567,17545.790067,2656
2024-01-04 06:00:00,17545.524692,17552.689813,17519.517955,17546.851566,5541
2024-01-04 06:15:00,17547.116941,17548.70919,17526.683076,17543.667068,3300
2024-01-04 06:30:00,17544.197818,17551.097564,17536.236572,17545.790067,2811
2024-01-04 06:45:00,17546.055442,17548.178441,17532.255949,17535.175072,1740
2024-01-04 07:00:00,17534.909697,17534.909697,17511.822084,17517.925706,4720
2024-01-04 07:15:00,17517.394956,17531.990574,17499.61484,17518.456456,8177
2024-01-04 07:30:00,17519.517955,17520.31408,17462.993108,17470.15823,12139
2024-01-04 07:45:00,17469.892855,17487.938346,17467.504481,17471.750479,5143
2024-01-04 08:00:00,17471.219729,17484.753847,17463.523858,17479.9771,6152
2024-01-04 08:15:00,17479.711725,17483.161598,17455.297237,17465.116107,7093
2024-01-04 08:30:00,17465.116107,17515.006582,17454.501113,17488.73447,41223
2024-01-04 08:45:00,17487.407596,17507.310711,17461.931609,17473.077353,28678
2024-01-04 09:00:00,17472.546604,17539.155695,17457.154861,17538.624945,34474
2024-01-04 09:15:00,17538.624945,17550.036065,17510.49521,17522.702453,20675
2024-01-04 09:30:00,17522.437079,17541.809444,17517.660331,17538.624945,15031
2024-01-04 09:45:00,17539.155695,17559.324185,17533.582823,17541.544069,16415
2024-01-04 10:00:00,17541.544069,17593.557543,17541.544069,17590.373044,16872
2024-01-04 10:15:00,17590.10767,17603.641788,17579.2273,17585.065547,18479
2024-01-04 10:30:00,17584.534797,17593.292168,17563.039433,17572.858303,20490
2024-01-04 10:45:00,17573.123678,17577.900426,17529.867575,17539.155695,20173
2024-01-04 11:00:00,17539.155695,17545.259317,17520.31408,17535.175072,14245
2024-01-04 11:15:00,17535.175072,17541.544069,17516.068082,17539.95182,10826
2024-01-04 11:30:00,17540.217195,17541.278694,17511.025959,17515.802707,12520
2024-01-04 11:45:00,17515.537332,17521.906329,17494.838092,17520.048705,13381
2024-01-04 12:00:00,17520.579454,17527.479201,17506.779961,17521.906329,9548
2024-01-04 12:15:00,17521.640954,17534.113573,17509.43371,17531.459824,7479
2024-01-04 12:30:00,17531.725199,17545.524692,17527.744576,17538.359571,9103
2024-01-04 12:45:00,17538.89032,17541.809444,17516.068082,17520.31408,9498
2024-01-04 13:00:00,17520.31408,17530.663699,17492.980468,17510.760584,11916
2024-01-04 13:15:00,17510.49521,17519.517955,17488.73447,17490.592094,11191
2024-01-04 13:30:00,17490.32672,17499.349465,17483.426973,17488.469096,9606
2024-01-04 13:45:00,17487.672971,17512.087459,17477.323351,17500.941714,11696
2024-01-04 14:00:00,17500.676339,17526.417702,17495.634217,17506.779961,10060
2024-01-04 14:15:00,17506.514586,17508.106836,17482.896223,17498.55334,11207
2024-01-04 14:30:00,17498.818715,17514.210458,17491.918969,17498.55334,10801
2024-01-04 14:45:00,17498.55334,17508.372211,17446.805241,17455.031862,31947
2024-01-04 15:00:00,17455.031862,17469.62748,17447.601366,17449.724365,9495
2024-01-04 15:15:00,17449.98974,17464.319983,17448.132116,17462.993108,1721
2024-01-04 15:30:00,17463.258483,17465.646857,17460.604735,17464.585358,1082
2024-01-04 15:45:00,17465.116107,17467.504481,17457.685611,17462.462359,1404
2024-01-04 17:00:00,17466.973731,17480.773224,17462.462359,17479.711725,1411
2024-01-04 17:15:00,17480.242475,17481.569349,17475.465727,17475.465727,611
2024-01-04 17:30:00,17475.996477,17480.242475,17472.811978,17473.873478,604
2024-01-04 17:45:00,17473.873478,17477.588726,17468.035231,17468.565981,631
2024-01-04 18:00:00,17468.565981,17472.811978,17465.116107,17472.015854,810
2024-01-04 18:15:00,17471.485104,17477.588726,17470.423605,17472.281229,681
2024-01-04 18:30:00,17472.015854,17477.588726,17471.750479,17476.527227,504
2024-01-04 18:45:00,17476.261852,17479.180975,17469.62748,17470.954354,727
2024-01-04 19:00:00,17470.954354,17481.834724,17470.688979,17481.303974,709
2024-01-04 19:15:00,17481.038599,17481.834724,17462.727733,17469.892855,1278
2024-01-04 19:30:00,17469.362105,17474.404228,17462.462359,17474.138853,904
2024-01-04 19:45:00,17474.404228,17477.854101,17470.688979,17472.811978,608
2024-01-04 20:00:00,17472.281229,17472.281229,17464.850732,17467.769856,615
2024-01-04 20:15:00,17467.504481,17473.608103,17465.116107,17470.15823,487
2024-01-04 20:30:00,17470.423605,17472.281229,17464.054608,17464.319983,450
2024-01-04 20:45:00,17464.054608,17466.708356,17460.33936,17463.258483,695
2024-01-04 21:00:00,17462.993108,17466.442982,17462.727733,17464.585358,268
2024-01-04 21:15:00,17465.116107,17466.973731,17463.789233,17466.177607,310
2024-01-04 21:30:00,17465.912232,17466.442982,17457.420236,17458.74711,648
2024-01-04 21:45:00,17458.74711,17462.196984,17456.093362,17457.420236,484
2024-01-04 22:00:00,17457.950986,17463.523858,17455.827987,17462.727733,736
2024-01-04 22:15:00,17462.993108,17468.831355,17460.870109,17467.239106,598
2024-01-04 22:30:00,17467.504481,17468.565981,17462.993108,17463.523858,385
2024-01-04 22:45:00,17463.523858,17463.523858,17452.112739,17453.439613,869
2024-01-04 23:00:00,17453.439613,17455.827987,17449.98974,17452.112739,583
2024-01-04 23:15:00,17452.378114,17454.501113,17435.924872,17441.232369,1657
2024-01-04 23:30:00,17441.232369,17445.743742,17440.966994,17444.682243,516
2024-01-04 23:45:00,17444.682243,17444.682243,17438.047871,17438.843995,603
2024-01-05 00:00:00,17439.10937,17445.212992,17431.944249,17434.332623,1010
2024-01-05 00:15:00,17434.597998,17436.986371,17426.371377,17430.352,1125
2024-01-05 00:30:00,17430.352,17430.352,17409.918135,17412.571884,2003
2024-01-05 00:45:00,17413.102633,17423.983003,17412.306509,17421.329254,1273
2024-01-05 01:00:00,17421.594629,17428.759751,17415.491007,17427.432876,1241
2024-01-05 01:15:00,17427.432876,17432.474999,17422.656129,17429.025125,1129
2024-01-05 01:30:00,17429.555875,17430.352,17414.429508,17414.694883,947
2024-01-05 01:45:00,17415.225632,17420.798505,17408.060511,17409.65276,1660
2024-01-05 02:00:00,17409.65276,17433.801873,17406.733637,17432.474999,2535
2024-01-05 02:15:00,17432.474999,17449.724365,17430.086625,17439.10937,2399
2024-01-05 02:30:00,17439.10937,17439.905495,17427.698251,17430.882749,1564
2024-01-05 02:45:00,17431.148124,17432.474999,17417.348631,17418.410131,1556
2024-01-05 03:00:00,17418.410131,17425.575252,17398.772391,17412.837259,3536
2024-01-05 03:15:00,17412.306509,17430.352,17408.856636,17423.452253,1585
2024-01-05 03:30:00,17423.186878,17424.779128,17401.426139,17402.222264,1644
2024-01-05 03:45:00,17402.753014,17410.448885,17399.568515,17405.406762,1283
2024-01-05 04:00:00,17405.406762,17413.633383,17399.30314,17409.65276,1520
2024-01-05 04:15:00,17409.65276,17409.65276,17384.972898,17390.280395,2265
2024-01-05 04:30:00,17390.01502,17395.057142,17382.849899,17388.688146,1485
2024-01-05 04:45:00,17388.422771,17396.384017,17378.603901,17393.199518,1910
2024-01-05 05:00:00,17393.464893,17403.283763,17391.607269,17391.607269,1456
2024-01-05 05:15:00,17391.607269,17398.772391,17382.849899,17383.911398,1391
2024-01-05 05:30:00,17384.176773,17387.361271,17374.092528,17384.707523,2501
2024-01-05 05:45:00,17384.442148,17397.710891,17383.115273,17396.649392,1323
2024-01-05 06:00:00,17396.649392,17401.691514,17388.422771,17399.037765,1702
2024-01-05 06:15:00,17399.30314,17408.325886,17396.118642,17404.876013,1622
2024-01-05 06:30:00,17404.610638,17412.041134,17401.691514,17408.325886,1834
2024-01-05 06:45:00,17409.12201,17412.041134,17391.607269,17400.36464,2071
2024-01-05 07:00:00,17400.099265,17408.060511,17387.626646,17407.795136,3013
2024-01-05 07:15:00,17408.060511,17427.432876,17407.795136,17418.410131,4218
2024-01-05 07:30:00,17416.817882,17436.986371,17338.797671,17386.299772,36947
2024-01-05 07:45:00,17386.034397,17416.817882,17369.050406,17408.325886,14973
2024-01-05 08:00:00,17409.12201,17442.824618,17406.468262,17429.555875,13924
2024-01-05 08:15:00,17429.82125,17462.993108,17428.494376,17460.870109,11500
2024-01-05 08:30:00,17460.870109,17508.637585,17448.397491,17477.323351,44814
2024-01-05 08:45:00,17477.323351,17509.96446,17475.465727,17484.488473,21104
2024-01-05 09:00:00,17485.815347,17573.389053,17485.815347,17558.52806,38832
2024-01-05 09:15:00,17557.997311,17568.34693,17526.683076,17556.139687,21058
2024-01-05 09:30:00,17555.874312,17587.453921,17544.728567,17577.900426,20081
2024-01-05 09:45:00,17577.635051,17587.188546,17558.262686,17582.411798,13823
2024-01-05 10:00:00,17582.411798,17596.742041,17567.285431,17586.923171,17023
2024-01-05 10:15:00,17586.657796,17594.619042,17533.317448,17534.644322,20689
2024-01-05 10:30:00,17535.175072,17548.974565,17519.25258,17521.640954,13938
2024-01-05 10:45:00,17521.375579,17539.42107,17508.637585,17532.255949,16189
2024-01-05 11:00:00,17532.255949,17534.909697,17468.035231,17486.876846,21260
2024-01-05 11:15:00,17486.876846,17498.287966,17460.073985,17469.09673,13137
2024-01-05 11:30:00,17469.09673,17494.572717,17460.604735,17491.388219,14169
